_id,RegionID,SizeRank,RegionName,RegionType,StateName,City,latitude,longitude,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
67dcb0ab3d801f506428a11e,395055,24,"San Antonio, TX",msa,TX,San Antonio,29.4246002,-98.4951405,111624.18946433639,109722.44193556269,110749.35613019999,114140.44042386331,122216.36547377416,129585.65208023625,135827.84236713918,144946.9424007302,147427.65027060077,142622.6820964804,141270.8508367947,137008.11025049633,137732.50420739458,143761.51908623695,153433.19313865583,164930.71649804947,176639.64688871417,187625.49057465917,198282.53393875758,206340.76888630606,217776.13770035282,249033.07187944418,291171.00014325493,291361.9481718465,284040.51948733215,280271.1487499774
67dcb0ab3d801f506428a11f,394998,25,"Portland, OR",msa,OR,Portland,45.5202471,-122.674194,174780.6652461558,179905.30597077697,187472.8842878729,196612.9527667168,211317.10465973083,240915.5108039683,289086.2345372914,308573.8886925218,295253.73765455437,264043.3247237923,250048.6804736054,228771.07640068067,223174.294859161,247417.58812055003,272696.2124895481,300188.9758778132,342522.0223882543,373966.77446881944,393690.2331832256,403691.5037900233,425433.4067943711,491658.7901916103,547768.791643632,534418.6911866971,542129.0048538315,548656.6174537677
67dcb0ab3d801f506428a120,395045,26,"Sacramento, CA",msa,CA,Sacramento,38.5810606,-121.493895,173956.68875407032,204510.7932271236,235194.44866047113,276244.8808282077,327332.86622978066,402115.76633836894,428365.4603905769,385100.59543555207,308686.1125472403,255034.46113127368,238222.08265630258,217918.29993970474,212255.89894761352,259617.2584713392,300601.702063255,322497.06933025905,350045.36403962265,379669.1619700243,408895.8671175191,422119.71783345117,443962.9745528731,523196.49961393274,589919.6577538602,560619.242768359,575696.0303597054,580201.8304197416
67dcb0ab3d801f506428a121,394982,27,"Pittsburgh, PA",msa,PA,Pittsburgh,40.4416941,-79.9900861,83216.62594555655,87569.75686559042,92311.81733900314,97157.32419333415,101387.45571673098,106547.87425193057,110564.57316375534,112652.78112367015,114089.39039615542,114064.94235635789,118521.030487891,117134.82712391923,118115.48108055229,120955.15875691963,125190.56362905713,130631.99341882307,135670.19064637195,140463.38025679745,147408.73555479755,153121.4057749754,163376.01951573443,184552.63270025305,195470.2923728608,197527.0705298035,206269.1072496881,208380.93980172905
67dcb0ab3d801f506428a122,394466,28,"Cincinnati, OH",msa,OH,Cincinnati,39.1014537,-84.5124602,125352.01445954425,131070.4643572801,135933.5263453852,141080.81373304184,146157.27038050207,150762.58489254207,154953.39514481908,154768.93243277763,151111.98597496428,142443.96597469033,142201.9187826671,134083.13133378976,131595.7952177708,135282.0585123823,140847.74279635338,146205.18642943274,153870.2691784298,162822.5061939089,172807.5904279536,184038.07430344832,198207.3889544241,227610.72030809123,252367.72680216643,263838.9577416194,277115.8528427376,283921.79223209096
67dcb0ab3d801f506428a123,394355,29,"Austin, TX",msa,TX,Austin,30.2711286,-97.7436995,175424.85283853774,180620.90010858196,180184.50646057236,179733.12531098723,183215.18919416436,189731.72614285443,195554.907714954,203418.30638796603,206710.67471817008,199735.35742675696,197313.56162853623,190921.52565065748,194621.8356072792,211931.8694576601,235592.5857427992,260135.4705867189,279846.40485828614,293887.5827936215,304013.32199129724,312907.22556571296,337106.016087588,439531.2318882433,530591.957811022,480250.1448543034,457568.4069862108,447468.2110432979
67dcb0ab3d801f506428a124,394775,30,"Las Vegas, NV",msa,NV,Las Vegas,36.1672559,-115.148516,154373.29701144595,163496.82670655227,173869.97167604679,187999.5675020033,238192.8613498025,306809.7682379479,326437.36056636105,312723.5934982814,240787.82938197095,165321.3187367305,138884.57965545027,125854.56565863214,123466.09023810721,154406.078678028,183264.959500086,196870.7677188868,210339.44859757772,231143.3848792752,266214.0237109788,286304.50002766243,295897.9470455738,341256.54823313147,415764.09396863816,399303.25879235374,419514.3786312891,430172.655807405
67dcb0ab3d801f506428a125,394735,31,"Kansas City, MO",msa,MO,Kansas City,39.100105,-94.5781416,111239.56631511966,118943.7058297777,125964.6636983616,131477.0654922066,136248.98499642985,140613.51572557344,145519.88694813408,148864.5731752713,147512.69222848437,143351.80232314908,141476.75168525358,133537.06542841913,130786.01476837353,134993.89084505558,141796.52766032759,149986.416934795,161401.11945680954,174471.78515649313,188298.7673788419,198304.18898486844,212110.99429053834,243414.27868686465,271741.1762541808,283741.8763587927,295216.5569937843,301495.3599606931
67dcb0ab3d801f506428a126,394492,32,"Columbus, OH",msa,OH,Columbus,39.9622601,-83.0007065,125218.92908907821,130534.01592123912,135785.21738760287,141356.70143949383,146123.0717127154,150998.42179252536,153776.00956825135,152406.0992964855,148446.11580076386,142390.9357784948,139993.3630821357,134116.5559198955,129949.36933164345,134269.5093283012,143423.16542676446,153258.22694674783,163336.3949143901,173743.2003300298,187192.98945089712,200350.4469461449,216632.8498850166,248742.76594239232,280563.7641644246,293228.67102039064,307843.64724681084,313646.06625611306
67dcb0ab3d801f506428a127,394705,34,"Indianapolis, IN",msa,IN,Indianapolis,39.7683331,-86.1583502,,,,116292.90682441497,118655.22343639925,124516.22068700446,127294.02055891632,128959.00623283467,128344.1438949339,125224.46583501139,125295.04355626173,120123.08965666914,120182.30455192633,123580.22515140142,130160.26744474417,135445.57074561415,142392.79481845905,151842.4392270356,163853.59149286538,175369.64482632795,190016.17234087407,222251.29366468056,257589.1989793634,264775.80905343086,272508.6921460155,277512.1941750638
67dcb0ab3d801f506428a128,394475,35,"Cleveland, OH",msa,OH,Cleveland,41.4996574,-81.6936772,117144.6189675129,122462.6587428346,126034.07257225252,130060.787986206,135311.22389040643,139647.63934887803,142362.05633147553,139289.95929001848,133027.83736598908,125168.0464284509,121251.91770553189,114074.0001283468,111366.07725060987,114655.03305451758,116730.38694075558,120655.07026270988,127106.2538931615,133755.5421463349,141878.32671653203,149576.9910081864,157688.29238200528,179541.90901961198,197205.63734126775,206549.1101343724,220783.19269695273,228276.30656272022
67dcb0ab3d801f506428a129,395059,36,"San Jose, CA",msa,CA,San Jose,37.3361663,-121.890591,412113.2522890211,497884.0887885085,493250.88726467476,505998.21616789233,553973.4279829185,657225.5354176657,703070.4289330143,703603.6491978894,624125.7134833433,523594.9450981926,530253.420035853,500079.39481369517,530885.3571272843,653636.9360938958,742332.2382312847,849097.5574414796,910457.8072635811,939580.4900171553,1157851.807594201,1160715.8068385564,1177496.8023878753,1339693.2566627108,1532859.6408178643,1464214.7491514776,1601524.8682767202,1673607.2176820962
67dcb0ab3d801f506428a12a,394902,37,"Nashville, TN",msa,TN,Nashville,36.1622767,-86.7742984,139637.86636285964,144136.95692666146,147543.0505241334,150876.65728997477,155755.24124202316,164517.7972685393,176382.47312077423,185705.2193023312,184860.4173588578,177313.87402107575,172909.27895042428,165888.33305240877,165235.28099459497,173534.38618619373,184694.21701932876,201912.23540657747,225855.80951678831,250847.5735508954,272499.58500642335,284446.0710119027,301664.3375426132,348643.7983743104,426431.6141470475,427923.5219913435,434525.3845704098,437864.47462583036
67dcb0ab3d801f506428a12b,395194,38,"Virginia Beach, VA",msa,VA,Virginia Beach,36.8496579,-75.9760751,117749.09447545315,123290.97726806649,130560.94155295052,142845.31791830392,165203.93430977524,202300.3734652728,235727.64212239734,246700.15275532563,241760.492731842,228954.11632831194,220881.58119658902,208786.6620125866,205323.6980764453,209720.69958176638,212221.34734184004,216161.04130214636,221231.66231655644,226609.81704673287,232182.8385078625,238754.0470021864,252004.6669709567,282549.18937103613,310449.2009581769,326021.8372736733,343154.329018444,350599.5120356154
67dcb0ab3d801f506428a12c,395005,39,"Providence, RI",msa,RI,Providence,41.8239891,-71.4128343,142018.57014906287,157882.41406014032,184112.96382929265,220738.39381466748,258747.11115365347,290686.8806928806,301910.3875927875,288673.53650812473,268173.54268540436,239135.01359744728,235480.77139027187,224046.16312795598,215082.73601466484,222426.85307901792,232584.35369723497,240632.92301448528,255605.14706730004,273817.92138803867,290880.6401845825,301680.0966503855,321264.4325342017,372237.9136792063,414870.42041896255,434670.31097107404,468590.1916010634,485198.95666201034
67dcb0ab3d801f506428a12d,394714,40,"Jacksonville, FL",msa,FL,Jacksonville,30.3321838,-81.655651,115277.2699954982,123975.27373285643,133557.52855823006,144666.58613255367,160262.6214012425,184263.71004277328,215855.82872666826,221656.54476595388,202819.947385204,174995.27820514073,159039.04952517836,140586.68789675066,134949.4383454459,145750.61556668804,160205.67378981947,169245.61823922078,182111.09734585808,196439.75451510664,213214.5521624362,226037.14585292005,239185.81011461525,279275.63031618285,346466.96386210545,352081.6575294822,353740.509744303,350828.817326336
67dcb0ab3d801f506428a12e,394862,41,"Milwaukee, WI",msa,WI,Milwaukee,43.0386475,-87.9090751,141757.18965008625,150176.43729354584,159822.3607688842,172372.77572400338,187584.35440234074,204476.54110343833,214919.48775734857,216535.36384817422,209541.33095056668,194617.38889071633,191787.27311302104,174683.93832352568,168821.12423416544,173886.57394367686,182456.45792113393,187145.60089465845,197464.18240974096,208834.40688498327,221231.16282023044,233319.78153834495,247942.09669290236,275435.9086619864,295295.94647992315,315985.3055940144,336141.2775336734,344463.14107288455
67dcb0ab3d801f506428a12f,394935,42,"Oklahoma City, OK",msa,OK,Oklahoma City,35.4729886,-97.5170536,90322.29391510255,94372.38892214031,98268.72756301949,102685.37333196447,107967.80661020854,113301.72227344482,119002.29311610061,122850.06740983615,124287.56996199623,124657.43979927838,126653.68200111487,123703.54954076988,122865.8933047249,126410.73949669185,131480.56159728186,137435.30859474608,141045.96532598298,144322.12954531144,150079.37196099418,155794.52873445817,165198.04943684067,184906.4721651692,211217.1780695675,222852.3414814838,228666.92358572656,231917.2638197904
67dcb0ab3d801f506428a130,395012,43,"Raleigh, NC",msa,NC,Raleigh,35.7803977,-78.6390989,173182.867974595,178295.35214711152,181306.70577021712,184045.635187418,188330.6494594292,195308.54647522606,207104.2546839118,218890.69633101512,219889.77326417,211531.52097099577,207818.03091296682,198345.80374598774,194915.32359673883,202112.32262040922,212533.9681770094,224321.66037267892,240543.009573771,255660.1897420882,269529.9220118567,282561.46827189723,297277.2334085992,347302.3774253424,430001.8388385128,431398.4867890591,440545.9677545321,440607.0941850946
67dcb0ab3d801f506428a131,394849,44,"Memphis, TN",msa,TN,Memphis,35.1460249,-90.0517638,112103.71440991503,115062.92083356518,117178.48828733532,119370.81920668446,121945.65229541296,126330.00063810177,131316.58546246224,134186.0702889761,125718.88642206205,116528.4159816816,112013.27778380601,106510.23624881858,106670.8117000438,108005.47905597014,114729.99190034573,119488.66607530875,124630.41914627118,132327.0219877483,142604.6709324609,153686.93606557077,167818.9967917558,195106.42684125924,227554.56863389094,231590.28186710688,233732.98047248574,234255.8731862297
67dcb0ab3d801f506428a132,395022,45,"Richmond, VA",msa,VA,Richmond,37.5385087,-77.43428,126209.93421356213,131887.21693682086,140320.6106993605,151460.90621129758,166149.72606334562,188897.45646054973,212901.14710483537,222897.62274681203,218445.68302032686,205416.5422114758,196494.7090774778,183658.17590972947,179350.73542367783,185694.3293950262,192197.96006129458,198313.4802210432,209098.6163836551,220696.75454210918,232094.7901328165,243365.45548664883,258076.4388712976,293109.9087642334,328908.14148049295,347201.26952291816,363901.43457347556,370977.8774784624
67dcb0ab3d801f506428a133,394807,46,"Louisville, KY",msa,KY,Louisville,38.2542376,-85.759407,108826.02978175628,116199.33283346186,121121.41305893326,124867.78296823824,126813.5373994625,131689.50589020498,136179.45866756537,138075.56000684237,137143.86859904267,134856.06928261564,133454.18391358262,128062.9079931845,127873.7920115848,131037.77849717841,136342.8659993742,141733.25419321304,148860.7365017101,158207.60610629802,167610.56161556,179499.9302844115,190763.67895917548,213362.35495585436,232940.40150263664,241681.91945253054,251012.0797897263,258826.71563109648
67dcb0ab3d801f506428a134,394910,47,"New Orleans, LA",msa,LA,New Orleans,29.9759983,-90.0782127,129605.87053960982,139238.43964974483,146775.8996575638,155380.23366523077,164603.9990908036,174713.304800386,194566.93493864985,205101.71386675214,201942.53550856005,196211.26875816382,191911.1047042204,185614.98155576098,182560.14354404714,185218.3481534779,187433.2381491989,197066.2424145909,204336.0142924346,205312.31915076752,208696.12918560978,217348.44807856684,230262.34911377702,249223.38772490004,264680.96685345593,249514.13615962365,234900.717326095,232611.5272410174
67dcb0ab3d801f506428a135,395053,48,"Salt Lake City, UT",msa,UT,Salt Lake City,40.7596198,-111.886797,178201.69681932687,183454.21468178128,184784.4624745949,184612.79450294728,186582.6915971903,189155.76914103678,209914.15159594335,249391.64894202552,253707.71749880238,227791.58536296024,213547.45352788037,195853.91760633534,198708.85897221838,225584.5842178578,241146.03343259476,254905.46537406664,279142.1575210422,303126.3222415483,331356.9645397715,354154.51626413286,386204.60053457454,471063.50347595377,547072.9428113975,530051.1571067057,539525.8558454362,550220.9466274346
67dcb0ab3d801f506428a136,394669,49,"Hartford, CT",msa,CT,Hartford,41.764582,-72.6908547,149603.0686834186,161153.53735191372,174971.22875481285,193920.02453039764,213148.1184421773,236625.51851388125,254608.48719467522,257877.4898585158,247454.93813746003,233173.7253489955,226338.99475172846,214964.2687388903,207154.83285024203,209015.71312882542,211376.62316806836,212092.41119755595,214986.022493888,219935.38683115272,223832.50624523064,225837.17849686905,235615.27852573912,266189.69942986505,295251.83479135495,320028.9074721309,352794.7739932197,363417.7593792136
67dcb0ab3d801f506428a137,394425,50,"Buffalo, NY",msa,NY,Buffalo,42.8867166,-78.8783922,85807.32023362504,86843.69956582962,89958.2608321735,93546.08081309027,99721.77802674558,104246.10717488236,109766.77711697383,113223.77729291488,115303.05679445989,116627.606458599,118851.29086049122,118058.75960819858,117784.78776192851,121236.51186441706,125762.18738287513,129930.65312591345,136306.42487148117,144719.32252926758,155457.7303278429,163310.50534768027,174428.71598000347,201165.48898227257,224659.47021846185,235730.99705290096,251456.08489764974,257857.23105184716
67dcb0ab3d801f506428a138,394388,51,"Birmingham, AL",msa,AL,Birmingham,33.5206824,-86.8024326,111296.77124454688,115856.66717300909,120055.90981845478,124750.7432066967,130746.41306724981,138637.75682836655,147637.83045257634,153300.65062434398,149534.83683998647,139815.1744964104,136027.71409318456,129973.16615592733,128717.67623503099,135114.202716836,140499.47710227672,144816.57230271806,150342.53418717478,155570.7119497295,162837.45957008356,172553.34382726703,186453.404973875,212102.90867436657,240969.46801337693,245857.13865628964,246483.10011636678,247568.884620473
67dcb0ab3d801f506428a139,395031,52,"Rochester, NY",msa,NY,Rochester,43.157285,-77.615214,97406.77986693037,101294.63959581901,105298.95542570612,110030.92255866028,115618.43850173341,119385.2123309381,123495.84876075096,125943.93850056025,127088.96537831431,124990.37679382945,126016.1334459554,122925.30325800792,121200.18481610324,123136.70970337273,125618.51146488958,128300.84781799708,136615.2163840472,143044.35208410077,143928.95661605897,150901.33368265306,161801.65392523195,185100.71713918555,206089.3545938752,222635.01737878646,241849.01772254115,251556.88915367538
